line_id,stratum,source_page,pool_line_id,skew_deg,height_px,inverted,device,dpi,notes
newsprint_054_l002,newsprint,newsprint_054.png,newsprint_054_l002,0.00,15,0,,,
newsprint_050_l011,newsprint,newsprint_050.png,newsprint_050_l011,0.00,42,0,,,
books_002_l006,books,books_002.png,books_002_l006,-0.30,27,1,,,
books_013_l001,books,books_013.png,books_013_l001,-0.20,19,0,,,
books_047_l018,books,books_047.png,books_047_l018,-1.20,34,0,,,
books_038_l001,books,books_038.png,books_038_l001,-0.30,24,0,,,
books_020_l005,books,books_020.png,books_020_l005,0.30,20,0,,,
books_060_l009,books,books_060.png,books_060_l009,0.00,27,0,,,
books_024_l003,books,books_024.png,books_024_l003,0.30,20,0,,,
books_025_l001,books,books_025.png,books_025_l001,-0.60,25,0,,,
books_070_l010,books,books_070.png,books_070_l010,-0.50,25,0,,,
books_076_l018,books,books_076.png,books_076_l018,1.00,23,0,,,
books_078_l012,books,books_078.png,books_078_l012,-1.50,29,0,,,
books_066_l007,books,books_066.png,books_066_l007,2.90,25,0,,,
books_017_l007,books,books_017.png,books_017_l007,0.00,21,0,,,
books_072_l010,books,books_072.png,books_072_l010,-3.20,29,0,,,
books_015_l002,books,books_015.png,books_015_l002,0.00,20,0,,,
books_022_l003,books,books_022.png,books_022_l003,0.30,19,0,,,
books_045_l001,books,books_045.png,books_045_l001,-0.20,27,0,,,
books_023_l005,books,books_023.png,books_023_l005,0.30,18,0,,,
books_064_l010,books,books_064.png,books_064_l010,-0.90,32,0,,,
books_044_l012,books,books_044.png,books_044_l012,0.50,28,0,,,
books_018_l007,books,books_018.png,books_018_l007,0.00,22,0,,,
books_055_l010,books,books_055.png,books_055_l010,-1.00,29,0,,,
books_042_l012,books,books_042.png,books_042_l012,-0.60,33,0,,,
books_080_l005,books,books_080.png,books_080_l005,-1.30,26,0,,,
books_035_l002,books,books_035.png,books_035_l002,-0.30,26,0,,,
books_009_l001,books,books_009.png,books_009_l001,0.30,18,0,,,
books_039_l002,books,books_039.png,books_039_l002,-0.40,24,0,,,
books_043_l002,books,books_043.png,books_043_l002,-1.60,42,0,,,
books_073_l003,books,books_073.png,books_073_l003,-1.00,30,0,,,
books_049_l003,books,books_049.png,books_049_l003,-1.10,25,0,,,
books_052_l004,books,books_052.png,books_052_l004,-0.60,33,0,,,
books_067_l009,books,books_067.png,books_067_l009,-0.30,29,0,,,
books_012_l001,books,books_012.png,books_012_l001,-0.20,17,0,,,
books_003_l004,books,books_003.png,books_003_l004,-0.30,30,1,,,
books_075_l005,books,books_075.png,books_075_l005,0.00,27,0,,,
books_062_l003,books,books_062.png,books_062_l003,-0.50,24,0,,,
books_029_l005,books,books_029.png,books_029_l005,-0.60,28,0,,,
books_071_l001,books,books_071.png,books_071_l001,-1.80,31,0,,,
books_050_l006,books,books_050.png,books_050_l006,-1.30,25,0,,,
books_014_l002,books,books_014.png,books_014_l002,0.00,20,0,,,
books_054_l005,books,books_054.png,books_054_l005,-1.10,27,0,,,
books_010_l002,books,books_010.png,books_010_l002,0.30,17,0,,,
books_007_l002,books,books_007.png,books_007_l002,0.30,17,0,,,
books_016_l002,books,books_016.png,books_016_l002,0.00,20,0,,,
books_057_l001,books,books_057.png,books_057_l001,-0.30,24,0,,,
books_065_l006,books,books_065.png,books_065_l006,1.80,26,0,,,
books_008_l004,books,books_008.png,books_008_l004,0.30,18,0,,,
books_056_l002,books,books_056.png,books_056_l002,0.00,26,0,,,
books_059_l009,books,books_059.png,books_059_l009,0.00,24,0,,,
books_058_l008,books,books_058.png,books_058_l008,0.40,23,0,,,
books_079_l014,books,books_079.png,books_079_l014,-0.50,28,0,,,
books_053_l007,books,books_053.png,books_053_l007,0.00,23,0,,,
books_004_l009,books,books_004.png,books_004_l009,0.30,15,0,,,
books_030_l004,books,books_030.png,books_030_l004,-0.30,25,0,,,
books_048_l002,books,books_048.png,books_048_l002,-0.50,33,0,,,
books_033_l001,books,books_033.png,books_033_l001,-0.30,24,0,,,
books_031_l001,books,books_031.png,books_031_l001,-0.30,24,0,,,
books_001_l004,books,books_001.png,books_001_l004,-0.30,34,1,,,
books_005_l001,books,books_005.png,books_005_l001,0.30,29,0,,,
books_037_l013,books,books_037.png,books_037_l013,-0.40,26,0,,,
books_061_l008,books,books_061.png,books_061_l008,-0.50,26,0,,,
books_021_l005,books,books_021.png,books_021_l005,0.30,19,0,,,
books_006_l003,books,books_006.png,books_006_l003,0.30,19,0,,,
books_032_l003,books,books_032.png,books_032_l003,-0.30,25,0,,,
books_077_l003,books,books_077.png,books_077_l003,1.80,29,0,,,
books_063_l003,books,books_063.png,books_063_l003,0.20,28,0,,,
books_074_l007,books,books_074.png,books_074_l007,-0.20,26,0,,,
books_051_l005,books,books_051.png,books_051_l005,-1.90,29,0,,,
books_068_l002,books,books_068.png,books_068_l002,-0.50,26,0,,,
books_041_l002,books,books_041.png,books_041_l002,0.00,32,0,,,
books_040_l002,books,books_040.png,books_040_l002,-0.40,42,0,,,
books_034_l006,books,books_034.png,books_034_l006,-0.30,22,0,,,
books_027_l001,books,books_027.png,books_027_l001,-0.60,39,0,,,
books_026_l006,books,books_026.png,books_026_l006,-0.60,22,0,,,
books_046_l008,books,books_046.png,books_046_l008,0.30,31,0,,,
books_069_l006,books,books_069.png,books_069_l006,-1.00,24,0,,,
books_028_l010,books,books_028.png,books_028_l010,-0.60,28,0,,,
books_011_l006,books,books_011.png,books_011_l006,0.30,18,0,,,
books_036_l003,books,books_036.png,books_036_l003,-0.40,25,0,,,
books_002_l004,books,books_002.png,books_002_l004,-0.30,20,1,,,
forms_006_l010,forms,forms_006.jpg,forms_006_l010,0.00,61,0,,,
forms_058_l010,forms,forms_058.png,forms_058_l010,0.60,22,0,,,
forms_031_l004,forms,forms_031.png,forms_031_l004,0.90,30,0,,,
forms_053_l018,forms,forms_053.png,forms_053_l018,0.00,14,0,,,
forms_032_l012,forms,forms_032.png,forms_032_l012,0.80,21,0,,,
forms_048_l024,forms,forms_048.png,forms_048_l024,0.00,22,0,,,
forms_021_l009,forms,forms_021.jpg,forms_021_l009,0.40,60,0,,,
forms_060_l025,forms,forms_060.png,forms_060_l025,2.10,22,0,,,
forms_040_l011,forms,forms_040.png,forms_040_l011,0.00,21,0,,,
forms_003_l040,forms,forms_003.jpg,forms_003_l040,0.00,66,0,,,
forms_029_l017,forms,forms_029.png,forms_029_l017,0.00,16,0,,,
forms_027_l017,forms,forms_027.png,forms_027_l017,0.00,22,0,,,
forms_012_l019,forms,forms_012.jpg,forms_012_l019,0.00,48,0,,,
forms_024_l007,forms,forms_024.jpg,forms_024_l007,0.00,42,0,,,
forms_018_l004,forms,forms_018.jpg,forms_018_l004,0.00,54,0,,,
forms_007_l032,forms,forms_007.jpg,forms_007_l032,0.00,43,0,,,
forms_043_l008,forms,forms_043.png,forms_043_l008,-0.80,18,0,,,
forms_030_l012,forms,forms_030.png,forms_030_l012,0.00,17,0,,,
forms_052_l022,forms,forms_052.png,forms_052_l022,0.90,18,0,,,
forms_001_l016,forms,forms_001.jpg,forms_001_l016,0.00,54,0,,,
forms_056_l003,forms,forms_056.png,forms_056_l003,-0.20,20,0,,,
forms_005_l011,forms,forms_005.jpg,forms_005_l011,0.00,49,0,,,
forms_057_l017,forms,forms_057.png,forms_057_l017,0.00,23,0,,,
forms_004_l005,forms,forms_004.jpg,forms_004_l005,0.00,43,0,,,
forms_051_l001,forms,forms_051.png,forms_051_l001,-0.70,19,0,,,
forms_014_l011,forms,forms_014.jpg,forms_014_l011,0.00,34,0,,,
forms_039_l015,forms,forms_039.png,forms_039_l015,0.00,25,0,,,
forms_046_l027,forms,forms_046.png,forms_046_l027,-0.50,28,0,,,
forms_059_l021,forms,forms_059.png,forms_059_l021,0.20,16,0,,,
forms_013_l017,forms,forms_013.jpg,forms_013_l017,0.00,40,0,,,
forms_055_l009,forms,forms_055.png,forms_055_l009,0.70,22,0,,,
forms_038_l001,forms,forms_038.png,forms_038_l001,0.00,20,0,,,
forms_016_l018,forms,forms_016.jpg,forms_016_l018,0.00,51,0,,,
forms_020_l008,forms,forms_020.jpg,forms_020_l008,0.00,73,0,,,
forms_037_l002,forms,forms_037.png,forms_037_l002,0.00,25,0,,,
forms_026_l026,forms,forms_026.png,forms_026_l026,0.00,29,0,,,
forms_010_l020,forms,forms_010.jpg,forms_010_l020,0.00,55,0,,,
forms_036_l022,forms,forms_036.png,forms_036_l022,0.00,15,0,,,
forms_044_l013,forms,forms_044.png,forms_044_l013,-0.40,21,0,,,
forms_034_l009,forms,forms_034.png,forms_034_l009,0.00,15,0,,,
forms_042_l011,forms,forms_042.png,forms_042_l011,0.00,17,0,,,
forms_050_l003,forms,forms_050.png,forms_050_l003,0.20,18,0,,,
forms_011_l004,forms,forms_011.jpg,forms_011_l004,-1.00,62,0,,,
forms_017_l040,forms,forms_017.jpg,forms_017_l040,1.00,49,0,,,
forms_028_l019,forms,forms_028.png,forms_028_l019,0.00,18,0,,,
forms_008_l019,forms,forms_008.jpg,forms_008_l019,0.00,46,0,,,
forms_045_l010,forms,forms_045.png,forms_045_l010,0.00,19,0,,,
forms_022_l038,forms,forms_022.jpg,forms_022_l038,0.00,65,0,,,
forms_047_l005,forms,forms_047.png,forms_047_l005,0.00,17,0,,,
forms_019_l004,forms,forms_019.jpg,forms_019_l004,0.00,53,0,,,
forms_049_l017,forms,forms_049.png,forms_049_l017,0.00,15,0,,,
forms_041_l007,forms,forms_041.png,forms_041_l007,0.00,12,0,,,
forms_033_l018,forms,forms_033.png,forms_033_l018,0.00,16,0,,,
forms_054_l010,forms,forms_054.png,forms_054_l010,0.60,19,0,,,
forms_009_l033,forms,forms_009.jpg,forms_009_l033,0.00,56,0,,,
forms_035_l012,forms,forms_035.png,forms_035_l012,0.00,19,0,,,
forms_002_l011,forms,forms_002.jpg,forms_002_l011,0.00,53,0,,,
forms_015_l017,forms,forms_015.jpg,forms_015_l017,0.00,55,0,,,
forms_006_l020,forms,forms_006.jpg,forms_006_l020,0.00,52,0,,,
forms_058_l005,forms,forms_058.png,forms_058_l005,0.60,20,0,,,
signage_013_l007,signage,signage_013.png,signage_013_l007,0.00,56,0,,,
signage_014_l017,signage,signage_014.png,signage_014_l017,0.00,60,0,,,
signage_038_l018,signage,signage_038.png,signage_038_l018,0.00,53,0,,,
signage_018_l001,signage,signage_018.png,signage_018_l001,0.30,54,0,,,
signage_008_l009,signage,signage_008.png,signage_008_l009,0.00,58,0,,,
signage_037_l010,signage,signage_037.png,signage_037_l010,0.00,55,0,,,
signage_033_l012,signage,signage_033.png,signage_033_l012,0.00,60,0,,,
signage_001_l011,signage,signage_001.png,signage_001_l011,0.40,108,0,,,
signage_031_l016,signage,signage_031.png,signage_031_l016,0.00,55,0,,,
signage_019_l001,signage,signage_019.png,signage_019_l001,0.00,56,0,,,
signage_034_l010,signage,signage_034.png,signage_034_l010,0.00,49,0,,,
signage_035_l008,signage,signage_035.png,signage_035_l008,0.00,63,0,,,
signage_036_l010,signage,signage_036.png,signage_036_l010,0.00,52,0,,,
signage_023_l007,signage,signage_023.png,signage_023_l007,0.00,64,0,,,
signage_025_l004,signage,signage_025.png,signage_025_l004,0.00,67,0,,,
signage_007_l007,signage,signage_007.png,signage_007_l007,0.00,53,0,,,
signage_026_l002,signage,signage_026.png,signage_026_l002,0.00,83,1,,,
signage_003_l010,signage,signage_003.png,signage_003_l010,0.00,64,0,,,
signage_020_l009,signage,signage_020.png,signage_020_l009,0.00,58,0,,,
signage_011_l007,signage,signage_011.png,signage_011_l007,0.00,63,0,,,
signage_029_l008,signage,signage_029.png,signage_029_l008,0.00,42,0,,,
signage_004_l010,signage,signage_004.png,signage_004_l010,-0.70,93,0,,,
signage_030_l010,signage,signage_030.png,signage_030_l010,0.00,54,0,,,
signage_022_l003,signage,signage_022.png,signage_022_l003,0.00,80,1,,,
signage_039_l002,signage,signage_039.png,signage_039_l002,0.00,81,1,,,
signage_012_l008,signage,signage_012.png,signage_012_l008,0.60,61,0,,,
signage_021_l013,signage,signage_021.png,signage_021_l013,0.00,57,0,,,
signage_028_l004,signage,signage_028.png,signage_028_l004,0.00,116,1,,,
signage_017_l011,signage,signage_017.png,signage_017_l011,0.00,55,0,,,
signage_005_l018,signage,signage_005.png,signage_005_l018,0.00,59,0,,,
signage_010_l002,signage,signage_010.png,signage_010_l002,0.00,55,0,,,
signage_040_l014,signage,signage_040.png,signage_040_l014,0.00,44,0,,,
signage_002_l008,signage,signage_002.png,signage_002_l008,0.20,66,0,,,
signage_016_l012,signage,signage_016.png,signage_016_l012,0.00,48,0,,,
signage_027_l008,signage,signage_027.png,signage_027_l008,0.00,53,0,,,
signage_009_l007,signage,signage_009.png,signage_009_l007,-0.20,97,0,,,
signage_015_l005,signage,signage_015.png,signage_015_l005,-0.40,63,0,,,
signage_006_l007,signage,signage_006.png,signage_006_l007,0.30,75,0,,,
signage_024_l002,signage,signage_024.png,signage_024_l002,0.00,49,0,,,
signage_032_l012,signage,signage_032.png,signage_032_l012,0.00,55,0,,,
degraded_030_l012,degraded,degraded_030.jpg,degraded_030_l012,0.40,53,0,,,
degraded_010_l009,degraded,degraded_010.jpg,degraded_010_l009,-0.50,46,0,,,
degraded_032_l012,degraded,degraded_032.png,degraded_032_l012,1.00,29,0,,,
degraded_035_l016,degraded,degraded_035.png,degraded_035_l016,0.70,20,0,,,
degraded_040_l006,degraded,degraded_040.png,degraded_040_l006,-0.40,22,0,,,
degraded_004_l007,degraded,degraded_004.jpg,degraded_004_l007,-0.30,49,0,,,
degraded_005_l030,degraded,degraded_005.jpg,degraded_005_l030,-0.90,44,0,,,
degraded_039_l003,degraded,degraded_039.png,degraded_039_l003,0.00,21,0,,,
degraded_001_l008,degraded,degraded_001.jpg,degraded_001_l008,-0.80,48,0,,,
degraded_034_l013,degraded,degraded_034.png,degraded_034_l013,0.80,28,0,,,
degraded_027_l037,degraded,degraded_027.jpg,degraded_027_l037,0.70,38,0,,,
degraded_020_l009,degraded,degraded_020.jpg,degraded_020_l009,0.00,50,0,,,
degraded_003_l039,degraded,degraded_003.jpg,degraded_003_l039,-0.40,32,0,,,
degraded_019_l009,degraded,degraded_019.jpg,degraded_019_l009,-1.20,45,0,,,
degraded_024_l005,degraded,degraded_024.jpg,degraded_024_l005,0.80,44,0,,,
degraded_028_l033,degraded,degraded_028.jpg,degraded_028_l033,0.30,49,0,,,
degraded_006_l017,degraded,degraded_006.jpg,degraded_006_l017,0.40,46,0,,,
degraded_009_l002,degraded,degraded_009.jpg,degraded_009_l002,-0.80,43,0,,,
degraded_031_l009,degraded,degraded_031.png,degraded_031_l009,0.70,45,0,,,
degraded_014_l001,degraded,degraded_014.jpg,degraded_014_l001,0.30,45,0,,,
degraded_029_l006,degraded,degraded_029.jpg,degraded_029_l006,0.00,33,0,,,
degraded_013_l022,degraded,degraded_013.jpg,degraded_013_l022,-0.20,50,0,,,
degraded_008_l033,degraded,degraded_008.jpg,degraded_008_l033,0.00,47,0,,,
degraded_011_l018,degraded,degraded_011.jpg,degraded_011_l018,0.40,42,0,,,
degraded_021_l033,degraded,degraded_021.jpg,degraded_021_l033,-1.10,44,0,,,
degraded_002_l020,degraded,degraded_002.jpg,degraded_002_l020,0.00,45,0,,,
degraded_012_l023,degraded,degraded_012.jpg,degraded_012_l023,-0.60,47,0,,,
degraded_033_l007,degraded,degraded_033.png,degraded_033_l007,1.20,28,0,,,
degraded_025_l029,degraded,degraded_025.jpg,degraded_025_l029,-0.20,44,0,,,
degraded_018_l024,degraded,degraded_018.jpg,degraded_018_l024,-0.30,49,0,,,
degraded_007_l033,degraded,degraded_007.jpg,degraded_007_l033,0.00,46,0,,,
degraded_026_l017,degraded,degraded_026.jpg,degraded_026_l017,1.30,44,0,,,
degraded_023_l014,degraded,degraded_023.jpg,degraded_023_l014,-0.20,35,0,,,
degraded_016_l022,degraded,degraded_016.jpg,degraded_016_l022,-0.70,46,0,,,
degraded_015_l005,degraded,degraded_015.jpg,degraded_015_l005,0.00,43,0,,,
degraded_022_l032,degraded,degraded_022.jpg,degraded_022_l032,0.30,49,0,,,
degraded_017_l037,degraded,degraded_017.jpg,degraded_017_l037,-0.90,46,0,,,
degraded_030_l002,degraded,degraded_030.jpg,degraded_030_l002,0.40,42,0,,,
degraded_010_l010,degraded,degraded_010.jpg,degraded_010_l010,-0.50,48,0,,,
degraded_032_l006,degraded,degraded_032.png,degraded_032_l006,1.00,29,0,,,
