line_id,stratum,source_page,pool_line_id,skew_deg,height_px,inverted,device,dpi,notes
newsprint_078_l002,newsprint,newsprint_078.png,newsprint_078_l002,0.00,15,0,,,
newsprint_001_l002,newsprint,newsprint_001.png,newsprint_001_l002,0.00,40,0,,,
newsprint_004_l011,newsprint,newsprint_004.png,newsprint_004_l011,-1.06,19,0,,,
newsprint_017_l006,newsprint,newsprint_017.png,newsprint_017_l006,-0.33,18,0,,,
newsprint_077_l013,newsprint,newsprint_077.png,newsprint_077_l013,0.20,20,0,,,
newsprint_029_l011,newsprint,newsprint_029.png,newsprint_029_l011,0.00,15,0,,,
newsprint_080_l004,newsprint,newsprint_080.png,newsprint_080_l004,0.00,15,0,,,
newsprint_049_l003,newsprint,newsprint_049.png,newsprint_049_l003,0.19,31,0,,,
newsprint_014_l008,newsprint,newsprint_014.png,newsprint_014_l008,-0.39,18,0,,,
newsprint_041_l001,newsprint,newsprint_041.png,newsprint_041_l001,-1.66,16,0,,,
newsprint_040_l001,newsprint,newsprint_040.png,newsprint_040_l001,0.00,9,0,,,
newsprint_021_l010,newsprint,newsprint_021.png,newsprint_021_l010,0.21,16,0,,,
newsprint_070_l020,newsprint,newsprint_070.png,newsprint_070_l020,0.00,17,0,,,
newsprint_023_l006,newsprint,newsprint_023.png,newsprint_023_l006,-1.40,17,0,,,
newsprint_055_l004,newsprint,newsprint_055.png,newsprint_055_l004,-0.87,28,0,,,
newsprint_036_l015,newsprint,newsprint_036.png,newsprint_036_l015,1.34,12,0,,,
newsprint_031_l001,newsprint,newsprint_031.png,newsprint_031_l001,0.00,20,0,,,
newsprint_022_l006,newsprint,newsprint_022.png,newsprint_022_l006,0.00,16,0,,,
newsprint_044_l002,newsprint,newsprint_044.png,newsprint_044_l002,1.31,26,0,,,
newsprint_005_l012,newsprint,newsprint_005.png,newsprint_005_l012,0.00,21,0,,,
newsprint_047_l004,newsprint,newsprint_047.png,newsprint_047_l004,0.00,31,0,,,
newsprint_007_l005,newsprint,newsprint_007.png,newsprint_007_l005,0.58,21,0,,,
newsprint_020_l004,newsprint,newsprint_020.png,newsprint_020_l004,0.00,14,0,,,
newsprint_010_l006,newsprint,newsprint_010.png,newsprint_010_l006,0.00,15,0,,,
newsprint_058_l003,newsprint,newsprint_058.png,newsprint_058_l003,0.00,19,0,,,
newsprint_073_l007,newsprint,newsprint_073.png,newsprint_073_l007,0.00,24,0,,,
newsprint_074_l008,newsprint,newsprint_074.png,newsprint_074_l008,0.00,19,0,,,
newsprint_071_l007,newsprint,newsprint_071.png,newsprint_071_l007,0.00,26,0,,,
newsprint_035_l015,newsprint,newsprint_035.png,newsprint_035_l015,1.43,12,0,,,
newsprint_059_l008,newsprint,newsprint_059.png,newsprint_059_l008,0.00,18,0,,,
newsprint_033_l007,newsprint,newsprint_033.png,newsprint_033_l007,0.00,15,0,,,
newsprint_013_l005,newsprint,newsprint_013.png,newsprint_013_l005,0.00,17,0,,,
newsprint_068_l001,newsprint,newsprint_068.png,newsprint_068_l001,1.21,19,0,,,
newsprint_037_l007,newsprint,newsprint_037.png,newsprint_037_l007,-0.24,14,0,,,
newsprint_018_l004,newsprint,newsprint_018.png,newsprint_018_l004,0.00,16,0,,,
newsprint_065_l019,newsprint,newsprint_065.png,newsprint_065_l019,0.00,19,0,,,
newsprint_028_l006,newsprint,newsprint_028.png,newsprint_028_l006,0.00,15,0,,,
newsprint_046_l003,newsprint,newsprint_046.png,newsprint_046_l003,1.33,23,0,,,
newsprint_062_l008,newsprint,newsprint_062.png,newsprint_062_l008,-0.24,16,0,,,
newsprint_039_l001,newsprint,newsprint_039.png,newsprint_039_l001,0.00,23,0,,,
newsprint_052_l002,newsprint,newsprint_052.png,newsprint_052_l002,-0.55,16,0,,,
newsprint_063_l008,newsprint,newsprint_063.png,newsprint_063_l008,0.00,16,0,,,
newsprint_066_l017,newsprint,newsprint_066.png,newsprint_066_l017,-0.18,17,0,,,
newsprint_034_l003,newsprint,newsprint_034.png,newsprint_034_l003,1.68,11,0,,,
newsprint_006_l015,newsprint,newsprint_006.png,newsprint_006_l015,0.61,22,0,,,
newsprint_054_l001,newsprint,newsprint_054.png,newsprint_054_l001,0.00,19,0,,,
newsprint_050_l011,newsprint,newsprint_050.png,newsprint_050_l011,0.00,42,0,,,
books_055_l005,books,books_055.png,books_055_l005,-0.63,32,0,,,
books_048_l004,books,books_048.png,books_048_l004,0.00,32,0,,,
books_024_l002,books,books_024.png,books_024_l002,0.00,24,0,,,
books_076_l008,books,books_076.png,books_076_l008,0.00,38,0,,,
books_011_l002,books,books_011.png,books_011_l002,0.00,17,0,,,
books_040_l001,books,books_040.png,books_040_l001,0.00,26,0,,,
books_014_l002,books,books_014.png,books_014_l002,0.71,25,0,,,
books_010_l001,books,books_010.png,books_010_l001,0.00,18,0,,,
books_064_l004,books,books_064.png,books_064_l004,-0.54,63,0,,,
books_046_l006,books,books_046.png,books_046_l006,-0.25,28,0,,,
books_043_l004,books,books_043.png,books_043_l004,0.00,35,0,,,
books_021_l003,books,books_021.png,books_021_l003,0.00,22,0,,,
books_049_l001,books,books_049.png,books_049_l001,-0.67,21,0,,,
books_065_l011,books,books_065.png,books_065_l011,0.00,31,0,,,
books_022_l007,books,books_022.png,books_022_l007,0.00,20,0,,,
books_002_l001,books,books_002.png,books_002_l001,0.00,27,1,,,
books_058_l006,books,books_058.png,books_058_l006,-0.26,26,0,,,
books_025_l001,books,books_025.png,books_025_l001,-2.02,34,0,,,
books_029_l004,books,books_029.png,books_029_l004,-0.16,27,0,,,
books_054_l003,books,books_054.png,books_054_l003,0.85,31,0,,,
books_007_l004,books,books_007.png,books_007_l004,-0.29,21,0,,,
books_063_l010,books,books_063.png,books_063_l010,0.55,27,0,,,
books_041_l014,books,books_041.png,books_041_l014,0.00,26,0,,,
books_031_l005,books,books_031.png,books_031_l005,-0.19,22,0,,,
books_009_l004,books,books_009.png,books_009_l004,0.00,17,0,,,
books_038_l004,books,books_038.png,books_038_l004,0.20,24,0,,,
books_075_l005,books,books_075.png,books_075_l005,0.00,27,0,,,
books_070_l009,books,books_070.png,books_070_l009,-0.41,25,0,,,
books_042_l007,books,books_042.png,books_042_l007,-0.18,34,0,,,
books_017_l004,books,books_017.png,books_017_l004,0.00,20,0,,,
books_071_l014,books,books_071.png,books_071_l014,0.00,34,0,,,
books_030_l005,books,books_030.png,books_030_l005,-0.27,26,0,,,
books_069_l005,books,books_069.png,books_069_l005,-0.51,22,0,,,
books_032_l003,books,books_032.png,books_032_l003,-0.57,26,0,,,
books_035_l003,books,books_035.png,books_035_l003,0.00,32,0,,,
books_033_l001,books,books_033.png,books_033_l001,-0.43,25,0,,,
books_001_l005,books,books_001.png,books_001_l005,0.00,25,1,,,
books_005_l005,books,books_005.png,books_005_l005,0.00,18,0,,,
books_039_l005,books,books_039.png,books_039_l005,0.00,21,0,,,
books_053_l006,books,books_053.png,books_053_l006,1.05,29,0,,,
books_003_l001,books,books_003.png,books_003_l001,0.00,27,1,,,
books_018_l001,books,books_018.png,books_018_l001,-0.35,19,0,,,
books_060_l011,books,books_060.png,books_060_l011,0.00,27,0,,,
books_034_l005,books,books_034.png,books_034_l005,0.00,25,0,,,
books_056_l005,books,books_056.png,books_056_l005,0.00,27,0,,,
books_079_l003,books,books_079.png,books_079_l003,0.00,28,0,,,
books_061_l007,books,books_061.png,books_061_l007,0.00,31,0,,,
books_052_l006,books,books_052.png,books_052_l006,0.00,36,0,,,
books_023_l002,books,books_023.png,books_023_l002,0.00,19,0,,,
books_051_l001,books,books_051.png,books_051_l001,0.00,44,0,,,
books_050_l005,books,books_050.png,books_050_l005,0.00,30,0,,,
books_078_l016,books,books_078.png,books_078_l016,-0.39,36,0,,,
books_020_l003,books,books_020.png,books_020_l003,0.00,20,0,,,
books_072_l006,books,books_072.png,books_072_l006,0.00,72,0,,,
books_057_l014,books,books_057.png,books_057_l014,0.17,30,0,,,
books_067_l009,books,books_067.png,books_067_l009,0.00,30,0,,,
books_026_l007,books,books_026.png,books_026_l007,-0.32,25,0,,,
books_037_l009,books,books_037.png,books_037_l009,0.41,26,0,,,
books_059_l001,books,books_059.png,books_059_l001,0.00,22,0,,,
books_077_l010,books,books_077.png,books_077_l010,0.00,33,0,,,
books_068_l005,books,books_068.png,books_068_l005,0.00,33,0,,,
books_027_l001,books,books_027.png,books_027_l001,0.00,40,0,,,
books_015_l004,books,books_015.png,books_015_l004,-0.33,12,0,,,
books_006_l002,books,books_006.png,books_006_l002,0.00,17,0,,,
books_004_l009,books,books_004.png,books_004_l009,0.00,19,0,,,
books_036_l006,books,books_036.png,books_036_l006,0.00,24,0,,,
books_074_l002,books,books_074.png,books_074_l002,0.21,24,0,,,
books_080_l006,books,books_080.png,books_080_l006,-0.79,27,0,,,
books_073_l004,books,books_073.png,books_073_l004,0.00,31,0,,,
books_045_l006,books,books_045.png,books_045_l006,0.00,26,0,,,
books_044_l011,books,books_044.png,books_044_l011,1.24,28,0,,,
books_013_l005,books,books_013.png,books_013_l005,0.00,19,0,,,
books_016_l004,books,books_016.png,books_016_l004,-0.21,18,0,,,
books_047_l014,books,books_047.png,books_047_l014,0.00,39,0,,,
books_028_l004,books,books_028.png,books_028_l004,-0.59,24,0,,,
books_062_l001,books,books_062.png,books_062_l001,0.00,25,0,,,
books_055_l008,books,books_055.png,books_055_l008,-0.63,25,0,,,
books_048_l017,books,books_048.png,books_048_l017,0.00,24,0,,,
books_024_l007,books,books_024.png,books_024_l007,0.00,23,0,,,
books_076_l022,books,books_076.png,books_076_l022,0.00,25,0,,,
forms_016_l015,forms,forms_016.jpg,forms_016_l015,0.00,42,0,,,
forms_010_l014,forms,forms_010.jpg,forms_010_l014,0.00,49,0,,,
forms_035_l027,forms,forms_035.png,forms_035_l027,0.00,15,0,,,
forms_026_l015,forms,forms_026.png,forms_026_l015,3.09,43,0,,,
forms_041_l013,forms,forms_041.png,forms_041_l013,0.00,12,0,,,
forms_036_l009,forms,forms_036.png,forms_036_l009,0.00,21,0,,,
forms_057_l016,forms,forms_057.png,forms_057_l016,0.00,21,0,,,
forms_058_l003,forms,forms_058.png,forms_058_l003,0.18,21,0,,,
forms_020_l022,forms,forms_020.jpg,forms_020_l022,0.00,67,0,,,
forms_048_l019,forms,forms_048.png,forms_048_l019,0.00,18,0,,,
forms_031_l016,forms,forms_031.png,forms_031_l016,0.95,22,0,,,
forms_039_l003,forms,forms_039.png,forms_039_l003,0.00,19,0,,,
forms_001_l008,forms,forms_001.jpg,forms_001_l008,0.44,53,0,,,
forms_004_l024,forms,forms_004.jpg,forms_004_l024,0.00,50,0,,,
forms_051_l005,forms,forms_051.png,forms_051_l005,-1.42,20,0,,,
forms_007_l019,forms,forms_007.jpg,forms_007_l019,0.00,66,0,,,
forms_049_l021,forms,forms_049.png,forms_049_l021,0.00,16,0,,,
forms_006_l031,forms,forms_006.jpg,forms_006_l031,0.00,58,0,,,
forms_005_l029,forms,forms_005.jpg,forms_005_l029,0.00,45,0,,,
forms_045_l019,forms,forms_045.png,forms_045_l019,0.00,17,0,,,
forms_044_l021,forms,forms_044.png,forms_044_l021,-0.20,20,0,,,
forms_042_l009,forms,forms_042.png,forms_042_l009,0.35,31,0,,,
forms_034_l016,forms,forms_034.png,forms_034_l016,0.00,19,0,,,
forms_023_l015,forms,forms_023.jpg,forms_023_l015,-1.20,80,0,,,
forms_028_l013,forms,forms_028.png,forms_028_l013,0.00,17,0,,,
forms_037_l010,forms,forms_037.png,forms_037_l010,0.00,15,0,,,
forms_054_l010,forms,forms_054.png,forms_054_l010,-1.16,34,0,,,
forms_046_l015,forms,forms_046.png,forms_046_l015,1.21,53,0,,,
forms_047_l006,forms,forms_047.png,forms_047_l006,0.00,17,0,,,
forms_060_l012,forms,forms_060.png,forms_060_l012,1.96,14,0,,,
forms_056_l016,forms,forms_056.png,forms_056_l016,-3.67,36,0,,,
forms_047_l023,forms,forms_047.png,forms_047_l023,-0.16,19,0,,,
forms_002_l004,forms,forms_002.jpg,forms_002_l004,0.00,53,0,,,
forms_011_l018,forms,forms_011.jpg,forms_011_l018,-0.31,65,0,,,
forms_041_l008,forms,forms_041.png,forms_041_l008,0.16,16,0,,,
forms_008_l014,forms,forms_008.jpg,forms_008_l014,0.00,40,0,,,
forms_055_l006,forms,forms_055.png,forms_055_l006,0.24,19,0,,,
forms_009_l001,forms,forms_009.jpg,forms_009_l001,0.00,80,0,,,
forms_024_l019,forms,forms_024.jpg,forms_024_l019,0.00,46,0,,,
forms_014_l044,forms,forms_014.jpg,forms_014_l044,0.00,42,0,,,
forms_052_l018,forms,forms_052.png,forms_052_l018,0.00,24,0,,,
forms_018_l001,forms,forms_018.jpg,forms_018_l001,-2.49,57,0,,,
forms_029_l004,forms,forms_029.png,forms_029_l004,0.00,24,0,,,
forms_050_l018,forms,forms_050.png,forms_050_l018,0.00,15,0,,,
forms_030_l018,forms,forms_030.png,forms_030_l018,0.00,21,0,,,
forms_043_l006,forms,forms_043.png,forms_043_l006,-0.80,17,0,,,
forms_053_l019,forms,forms_053.png,forms_053_l019,0.00,13,0,,,
forms_003_l028,forms,forms_003.jpg,forms_003_l028,-0.44,48,0,,,
forms_043_l007,forms,forms_043.png,forms_043_l007,-1.27,19,0,,,
forms_027_l021,forms,forms_027.png,forms_027_l021,0.00,19,0,,,
forms_019_l006,forms,forms_019.jpg,forms_019_l006,1.05,62,0,,,
forms_022_l019,forms,forms_022.jpg,forms_022_l019,3.38,59,0,,,
forms_040_l016,forms,forms_040.png,forms_040_l016,-0.97,28,0,,,
forms_049_l023,forms,forms_049.png,forms_049_l023,0.00,16,0,,,
forms_012_l006,forms,forms_012.jpg,forms_012_l006,0.00,44,0,,,
forms_017_l007,forms,forms_017.jpg,forms_017_l007,-0.84,53,0,,,
forms_059_l008,forms,forms_059.png,forms_059_l008,-0.53,23,0,,,
forms_013_l007,forms,forms_013.jpg,forms_013_l007,0.00,52,0,,,
forms_016_l020,forms,forms_016.jpg,forms_016_l020,0.00,53,0,,,
forms_010_l032,forms,forms_010.jpg,forms_010_l032,0.00,86,0,,,
signage_031_l019,signage,signage_031.png,signage_031_l019,0.00,55,0,,,
signage_005_l012,signage,signage_005.png,signage_005_l012,0.00,55,0,,,
signage_006_l005,signage,signage_006.png,signage_006_l005,0.00,65,0,,,
signage_028_l014,signage,signage_028.png,signage_028_l014,0.00,53,0,,,
signage_037_l017,signage,signage_037.png,signage_037_l017,0.00,42,0,,,
signage_022_l004,signage,signage_022.png,signage_022_l004,0.00,67,0,,,
signage_002_l007,signage,signage_002.png,signage_002_l007,0.00,62,0,,,
signage_016_l008,signage,signage_016.png,signage_016_l008,0.00,55,0,,,
signage_001_l004,signage,signage_001.png,signage_001_l004,0.36,79,0,,,
signage_030_l009,signage,signage_030.png,signage_030_l009,0.00,55,0,,,
signage_027_l006,signage,signage_027.png,signage_027_l006,0.00,64,0,,,
signage_012_l013,signage,signage_012.png,signage_012_l013,0.00,61,0,,,
signage_008_l015,signage,signage_008.png,signage_008_l015,0.00,49,0,,,
signage_011_l011,signage,signage_011.png,signage_011_l011,0.00,47,0,,,
signage_034_l012,signage,signage_034.png,signage_034_l012,0.00,57,0,,,
signage_026_l015,signage,signage_026.png,signage_026_l015,0.00,61,0,,,
signage_021_l017,signage,signage_021.png,signage_021_l017,0.00,45,0,,,
signage_018_l004,signage,signage_018.png,signage_018_l004,0.00,50,0,,,
signage_038_l010,signage,signage_038.png,signage_038_l010,0.00,55,0,,,
signage_032_l011,signage,signage_032.png,signage_032_l011,0.00,55,0,,,
signage_013_l004,signage,signage_013.png,signage_013_l004,-0.62,53,0,,,
signage_024_l005,signage,signage_024.png,signage_024_l005,0.00,53,0,,,
signage_029_l006,signage,signage_029.png,signage_029_l006,0.00,65,0,,,
signage_007_l011,signage,signage_007.png,signage_007_l011,-0.29,59,0,,,
signage_014_l008,signage,signage_014.png,signage_014_l008,0.00,56,0,,,
signage_019_l008,signage,signage_019.png,signage_019_l008,-1.17,59,0,,,
signage_021_l005,signage,signage_021.png,signage_021_l005,0.00,56,0,,,
signage_017_l011,signage,signage_017.png,signage_017_l011,0.00,55,0,,,
signage_015_l005,signage,signage_015.png,signage_015_l005,0.00,62,0,,,
signage_020_l001,signage,signage_020.png,signage_020_l001,0.00,126,1,,,
signage_039_l002,signage,signage_039.png,signage_039_l002,0.00,81,1,,,
signage_023_l004,signage,signage_023.png,signage_023_l004,0.00,86,1,,,
signage_010_l024,signage,signage_010.png,signage_010_l024,0.00,46,0,,,
signage_009_l007,signage,signage_009.png,signage_009_l007,-0.29,98,0,,,
signage_036_l008,signage,signage_036.png,signage_036_l008,0.00,54,0,,,
signage_040_l015,signage,signage_040.png,signage_040_l015,0.00,49,0,,,
signage_023_l002,signage,signage_023.png,signage_023_l002,0.00,80,1,,,
signage_004_l004,signage,signage_004.png,signage_004_l004,-0.78,60,0,,,
signage_033_l011,signage,signage_033.png,signage_033_l011,0.00,57,0,,,
signage_025_l002,signage,signage_025.png,signage_025_l002,0.00,90,1,,,
degraded_017_l036,degraded,degraded_017.jpg,degraded_017_l036,0.00,49,0,,,
degraded_030_l001,degraded,degraded_030.jpg,degraded_030_l001,0.00,41,0,,,
degraded_029_l003,degraded,degraded_029.jpg,degraded_029_l003,-1.09,48,0,,,
degraded_026_l037,degraded,degraded_026.jpg,degraded_026_l037,0.00,52,0,,,
degraded_016_l033,degraded,degraded_016.jpg,degraded_016_l033,0.00,48,0,,,
degraded_009_l017,degraded,degraded_009.jpg,degraded_009_l017,0.00,48,0,,,
degraded_028_l023,degraded,degraded_028.jpg,degraded_028_l023,1.62,48,0,,,
degraded_007_l022,degraded,degraded_007.jpg,degraded_007_l022,0.00,54,0,,,
degraded_008_l006,degraded,degraded_008.jpg,degraded_008_l006,0.00,48,0,,,
degraded_014_l012,degraded,degraded_014.jpg,degraded_014_l012,0.00,33,0,,,
degraded_032_l005,degraded,degraded_032.png,degraded_032_l005,0.69,23,0,,,
degraded_002_l018,degraded,degraded_002.jpg,degraded_002_l018,0.00,45,0,,,
degraded_012_l008,degraded,degraded_012.jpg,degraded_012_l008,-0.66,44,0,,,
degraded_015_l032,degraded,degraded_015.jpg,degraded_015_l032,0.83,48,0,,,
degraded_011_l029,degraded,degraded_011.jpg,degraded_011_l029,0.56,44,0,,,
degraded_019_l011,degraded,degraded_019.jpg,degraded_019_l011,-1.31,41,0,,,
degraded_027_l037,degraded,degraded_027.jpg,degraded_027_l037,0.00,47,0,,,
degraded_004_l039,degraded,degraded_004.jpg,degraded_004_l039,0.00,53,0,,,
degraded_024_l010,degraded,degraded_024.jpg,degraded_024_l010,0.00,45,0,,,
degraded_020_l002,degraded,degraded_020.jpg,degraded_020_l002,-0.23,41,0,,,
degraded_001_l027,degraded,degraded_001.jpg,degraded_001_l027,0.00,50,0,,,
degraded_034_l007,degraded,degraded_034.png,degraded_034_l007,0.40,26,0,,,
degraded_021_l001,degraded,degraded_021.jpg,degraded_021_l001,0.27,50,0,,,
degraded_035_l015,degraded,degraded_035.png,degraded_035_l015,0.62,20,0,,,
degraded_023_l007,degraded,degraded_023.jpg,degraded_023_l007,-0.34,42,0,,,
degraded_018_l003,degraded,degraded_018.jpg,degraded_018_l003,0.00,45,0,,,
degraded_006_l040,degraded,degraded_006.jpg,degraded_006_l040,0.00,45,0,,,
degraded_033_l013,degraded,degraded_033.png,degraded_033_l013,0.00,33,0,,,
degraded_022_l023,degraded,degraded_022.jpg,degraded_022_l023,-0.57,49,0,,,
degraded_031_l002,degraded,degraded_031.png,degraded_031_l002,0.85,27,0,,,
degraded_005_l005,degraded,degraded_005.jpg,degraded_005_l005,0.00,47,0,,,
degraded_040_l007,degraded,degraded_040.png,degraded_040_l007,-0.98,23,0,,,
degraded_003_l015,degraded,degraded_003.jpg,degraded_003_l015,0.00,47,0,,,
degraded_017_l007,degraded,degraded_017.jpg,degraded_017_l007,0.00,48,0,,,
degraded_030_l010,degraded,degraded_030.jpg,degraded_030_l010,0.00,43,0,,,
degraded_029_l021,degraded,degraded_029.jpg,degraded_029_l021,-1.09,50,0,,,
degraded_026_l038,degraded,degraded_026.jpg,degraded_026_l038,0.00,47,0,,,
degraded_016_l028,degraded,degraded_016.jpg,degraded_016_l028,0.00,52,0,,,
degraded_009_l039,degraded,degraded_009.jpg,degraded_009_l039,0.00,45,0,,,
degraded_028_l014,degraded,degraded_028.jpg,degraded_028_l014,1.62,49,0,,,
